Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,,
Regular Season,34,Sat,10/19/2024,17:00,TB Rowdies,,North Carolina,,Al Lang Stadium,Greg Dopka,Match Report,,,
Regular Season,34,Sat,10/19/2024,18:00,Loudoun Utd,,Pittsburgh,,Segra Field,Alejo Calume,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,34,Sat,10/19/2024,19:00,Indy Eleven,,B'ham Legion,,Michael A. Carroll Stadium,Mathew Corrigan,Match Report,,,
Regular Season,34,Sat,10/19/2024,19:30,Charleston,,Rhode Island FC,,Patriots Point Soccer Complex,Matthew Thompson,Match Report,,,
Regular Season,34,Sat,10/19/2024,19:00 (22:00),Monterey Bay,,CS Switchbacks,,Cardinale Stadium,Alex Beehler,Match Report,,,
Regular Season,34,Sat,10/19/2024,19:00 (22:00),Orange County,,New Mexico Utd,,Orange Country Great Park Championship S...,Ricardo Montero,Match Report,,,
Regular Season,34,Sat,10/19/2024,19:30 (20:30),San Antonio,,Louisville City,,Toyota Field,Abdou Ndiaye,Match Report,,,
Regular Season,34,Sat,10/19/2024,19:30 (22:30),LV Lights FC,,Roots,,Cashman Field,Brandon Stevis,Match Report,,,
Regular Season,34,Sat,10/19/2024,19:30 (22:30),Phx Rising,,Memphis,,Wild Horse Pass Stadium,Alyssa Nichols,Match Report,,,
Regular Season,34,Sat,10/19/2024,20:00 (21:00),El Paso,,Sac Republic,,Southwest University Park,Joe Surgan,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,32,Wed,10/23/2024,19:30,TB Rowdies,,Hartford,,Al Lang Stadium,Ricardo Fierro,Match Report,,,
,,,,,,,,,,,,,,
Regular Season,35,Sat,10/26/2024,18:00,Charleston,,Loudoun Utd,,Patriots Point Soccer Complex,Brandon Stevis,Match Report,,,
Regular Season,35,Sat,10/26/2024,19:00,North Carolina,,LV Lights FC,,Sahlen's Stadium at WakeMed Soccer Park,Matthew Thompson,Match Report,,,
Regular Season,35,Sat,10/26/2024,19:00,Pittsburgh,,El Paso,,Highmark Stadium,Mathew Corrigan,Match Report,,,
Regular Season,35,Sat,10/26/2024,19:30,TB Rowdies,,Indy Eleven,,Al Lang Stadium,Calin Radosav,Match Report,,,
Regular Season,35,Sat,10/26/2024,19:30,Louisville City,,Phx Rising,,Lynn Family Stadium,Jeremy Scheer,Match Report,,,
Regular Season,35,Sat,10/26/2024,19:00 (21:00),New Mexico Utd,,Memphis,,Isotopes Park,Eric Tattersall,Match Report,,,
Regular Season,35,Sat,10/26/2024,20:00 (23:00),Roots,,B'ham Legion,,Pioneer Stadium,Elton Garcia,Match Report,,,
Regular Season,35,Sat,10/26/2024,20:00 (23:00),Sac Republic,,CS Switchbacks,,Heart Health Park,Ricardo Montero,Match Report,,,
Regular Season,35,Sat,10/26/2024,20:00 (21:00),FC Tulsa,,Monterey Bay,,ONEOK Field,Muhammad Hassan,Match Report,,,
Round,Wk,Day,Date,Time,Home,,Away,,Venue,Referee,Match Report,,,Notes
Regular Season,35,Sat,10/26/2024,20:00 (23:00),Orange County,,Hartford,,Orange Country Great Park Championship S...,Sergii Demianchuk,Match Report,,,
Regular Season,35,Sat,10/26/2024,20:30 (21:30),San Antonio,,Detroit City,,Toyota Field,John Griggs,Match Report,,,
Regular Season,35,Sat,10/26/2024,21:00,Rhode Island FC,,Miami FC,,Beirne Stadium,Elijio Arreguin,Match Report,,,
,,,,,,,,,,,,,,
Conference Quarterfinals,,Sat,11/2/2024,13:00 (14:00),Memphis,,Orange County,,AutoZone Park,Ricardo Fierro,Match Report,,,Required Extra Time
Conference Quarterfinals,,Sat,11/2/2024,18:30,Charleston,,Pittsburgh,,Patriots Point Soccer Complex,Nabil Bensalah,Match Report,,,
Conference Quarterfinals,,Sat,11/2/2024,19:00,Detroit City,,TB Rowdies,,Keyworth Stadium,Sergii Demianchuk,Match Report,,,TB Rowdies won on penalty kicks following extra time
Conference Quarterfinals,,Sat,11/2/2024,19:30,Louisville City,,North Carolina,,Lynn Family Stadium,Mathew Corrigan,Match Report,,,
Conference Quarterfinals,,Fri,11/1/2024,19:30 (22:30),LV Lights FC,,Sac Republic,,Cashman Field,Elton Garcia,Match Report,,,LV Lights FC won on penalty kicks following extra time
Conference Quarterfinals,,Sun,11/3/2024,13:00,Indy Eleven,,Rhode Island FC,,Michael A. Carroll Stadium,Joshua Encarnacion,Match Report,,,
Conference Qu,,,,,,,,,,,,,,
